from,to,relationship_type
evt_CRDR,1974,happened_in
evt_GTFP,1975,happened_in
evt_IUCNS,1979,happened_in
evt_GCDRF,1979,happened_in
evt_TSFIE,1980,happened_in
evt_GCIP,1978,happened_in
evt_SFBTF,1971,happened_in
evt_FGBIC,1975,happened_in
evt_CTEVPA,1977,happened_in
evt_RRTCBA,1980,happened_in
evt_IUCNVaquitaVuln,1986,happened_in
evt_IHHNVMexicoIntro,1987,happened_in
evt_ColoradoRiverFlowRestr,1989,happened_in
evt_SonoraShrimpIHHNVLowCatch,1990,happened_in
evt_SianKaanWHS,1987,happened_in
evt_BCSWellsOverexploitedSal,1990,happened_in
evt_CaboPulmoCPNP,1990,happened_in
evt_FederalMinistryRestruct,1988,happened_in
evt_MarineTurtleBan,1990,happened_in
evt_FishingCoopInfra,1990,happened_in
evt_FirstFundersMarineConserv,1990,happened_in
evt_GTPFA,1992,happened_in
evt_UNCED,1992,happened_in
evt_IVSE,1993,happened_in
evt_UGCADBRC,1993,happened_in
evt_MGVLSPS,1994,happened_in
evt_FMCNC,1994,happened_in
evt_AGRMP,1995,happened_in
evt_CPNPC,1995,happened_in
evt_GSCSFO,1996,happened_in
evt_NCNPAC,1996,happened_in
evt_NOMTED,1996,happened_in
evt_KPS,1997,happened_in
evt_FANPE,1997,happened_in
evt_ENISC,1998,happened_in
evt_USMCEBC,1999,happened_in
evt_MFDMC,1999,happened_in
evt_FAOWSBS,2000,happened_in
evt_CONANPE,2000,happened_in
evt_SFNMU,2000,happened_in
evt_VPDESG,2000,happened_in
evt_SEMAZE,2000,happened_in
evt_CISMPSC,2000,happened_in
evt_LCMPMP,2000,happened_in
evt_MSPSS,2000,happened_in
evt_DBBCLP,2000,happened_in
evt_BCTP,2000,happened_in
evt_FAO_ReykDec,2001,happened_in
evt_BCS_OasesUrb,2001,happened_in
evt_BCS_SmallOasesDisap,2001,happened_in
evt_WSSD_EBFM,2002,happened_in
evt_NRC_FishEcosysWkshp,2002,happened_in
evt_CTDMO_EnvSciProg,2002,happened_in
evt_EscNaut_Start,2003,happened_in
evt_AlCosta_Formed,2003,happened_in
evt_SEMARNAT_OasisProg,2003,happened_in
evt_INAPESCA_WWF_Suripera,2004,happened_in
evt_GoC_UNESCO,2005,happened_in
evt_EscNaut_FundImpl,2005,happened_in
evt_WattonFam_GoC,2005,happened_in
evt_EGoC_MaxSardineCatch,2006,happened_in
evt_MexConst_SNIEG,2006,happened_in
evt_GoC_MEZP_DecreedImpl,2006,happened_in
evt_BCS_WaterExtractRed,2006,happened_in
evt_SDV_LowIrrigAdopt,2006,happened_in
evt_RIDISOS_Formed,2006,happened_in
evt_EscNaut_Emerges,2006,happened_in
evt_PROFEPA_RHPTM,2006,happened_in
evt_WattonFF_GoCWork,2006,happened_in
evt_GlobalEconCrisis,2007,happened_in
evt_CIMARES_Created,2008,happened_in
evt_CPNP_ParkAuth,2008,happened_in
evt_EscNaut_Disappear,2008,happened_in
evt_WWF_FCS_Alliance,2009,happened_in
evt_COBI_SensorNet,2009,happened_in
evt_WWF_FCS_Pronatura_Vaquita,2010,happened_in
evt_OECD_BLI,2010,happened_in
evt_VMS_IndustrialFish,2010,happened_in
evt_WFF_InitialGrants,2010,happened_in
evt_EDF_ShrimpExit,2010,happened_in
evt_LosComondu_LandConf,2010,happened_in
evt_LosComondu_AgriDecline,2010,happened_in
evt_Census_BCS_PopData,2010,happened_in
evt_WFF_SustSeafood,2010,happened_in
evt_WFF_Smartfish_Model,2010,happened_in
evt_WFF_FishCommCapBuild,2010,happened_in
evt_TFE,2013,happened_in
evt_GTS,2015,happened_in
evt_TTNS,2015,happened_in
evt_UMVC,2016,happened_in
evt_GNRP,2016,happened_in
evt_TTM,2017,happened_in
evt_GCAUDL,2019,happened_in
evt_IFCNT,2019,happened_in
evt_YTLD,2011,happened_in
evt_EGCFS,2011,happened_in
evt_STIBMA,2012,happened_in
evt_UNOSDP,2017,happened_in
evt_HLPOE,2018,happened_in
evt_PPL,2018,happened_in
evt_COIL,2018,happened_in
evt_HOBCS,2014,happened_in
evt_ASABCD,2015,happened_in
evt_CMWBC,2019,happened_in
evt_MRSFC,2019,happened_in
evt_WACBC,2019,happened_in
evt_EDFBIFD,2012,happened_in
evt_ICPC,2014,happened_in
evt_OCTFP,2015,happened_in
evt_MGDCS,2019,happened_in
evt_C19MSF,2019,happened_in
evt_SGCF,2012,happened_in
evt_PLMSC,2013,happened_in
evt_SICLL,2016,happened_in
evt_PAMC,2012,happened_in
evt_CNMANPE,2013,happened_in
evt_GCBAP,2013,happened_in
evt_PPNGOC,2015,happened_in
evt_AAO,2018,happened_in
evt_CSS,2018,happened_in
evt_BPO,2018,happened_in
evt_PPO,2018,happened_in
evt_GTEPP,2014,happened_in
evt_TSRSC,2015,happened_in
evt_TSPLED,2016,happened_in
evt_GTCBSC,2012,happened_in
evt_APS,2014,happened_in
evt_HOVR,2015,happened_in
evt_CRDR,TO.01,part_of
evt_CRDR,TO.07,part_of
evt_CRDR,TO.08,part_of
evt_CRDR,TO.15,part_of
evt_CRDR,TO.16,part_of
evt_GTFP,TO.01,part_of
evt_GTFP,TO.08,part_of
evt_GTFP,TO.15,part_of
evt_IUCNS,TO.01,part_of
evt_IUCNS,TO.08,part_of
evt_IUCNS,TO.15,part_of
evt_GCIP,TO.01,part_of
evt_GCIP,TO.07,part_of
evt_GCIP,TO.08,part_of
evt_GCIP,TO.15,part_of
evt_GCIP,TO.16,part_of
evt_SFBTF,TO.01,part_of
evt_SFBTF,TO.02,part_of
evt_SFBTF,TO.08,part_of
evt_SFBTF,TO.11,part_of
evt_SFBTF,TO.15,part_of
evt_FGBIC,TO.08,part_of
evt_FGBIC,TO.14,part_of
evt_CTEVPA,TO.01,part_of
evt_CTEVPA,TO.07,part_of
evt_CTEVPA,TO.08,part_of
evt_CTEVPA,TO.15,part_of
evt_CTEVPA,TO.16,part_of
evt_RRTCBA,TO.01,part_of
evt_RRTCBA,TO.02,part_of
evt_RRTCBA,TO.16,part_of
evt_IUCNVaquitaVuln,TO.01,part_of
evt_IUCNVaquitaVuln,TO.08,part_of
evt_IUCNVaquitaVuln,TO.15,part_of
evt_ColoradoRiverFlowRestr,TO.01,part_of
evt_ColoradoRiverFlowRestr,TO.08,part_of
evt_ColoradoRiverFlowRestr,TO.15,part_of
evt_SianKaanWHS,TO.01,part_of
evt_SianKaanWHS,TO.07,part_of
evt_SianKaanWHS,TO.08,part_of
evt_SianKaanWHS,TO.15,part_of
evt_SianKaanWHS,TO.16,part_of
evt_CaboPulmoCPNP,TO.01,part_of
evt_CaboPulmoCPNP,TO.02,part_of
evt_CaboPulmoCPNP,TO.03,part_of
evt_FederalMinistryRestruct,TO.09,part_of
evt_FederalMinistryRestruct,TO.11,part_of
evt_MarineTurtleBan,TO.01,part_of
evt_MarineTurtleBan,TO.08,part_of
evt_MarineTurtleBan,TO.15,part_of
evt_FishingCoopInfra,TO.03,part_of
evt_FishingCoopInfra,TO.05,part_of
evt_FishingCoopInfra,TO.08,part_of
evt_FirstFundersMarineConserv,TO.01,part_of
evt_FirstFundersMarineConserv,TO.03,part_of
evt_FirstFundersMarineConserv,TO.07,part_of
evt_GTPFA,TO.01,part_of
evt_GTPFA,TO.08,part_of
evt_GTPFA,TO.15,part_of
evt_UNCED,TO.02,part_of
evt_UNCED,TO.03,part_of
evt_UNCED,TO.08,part_of
evt_UNCED,TO.12,part_of
evt_IVSE,TO.01,part_of
evt_IVSE,TO.02,part_of
evt_IVSE,TO.08,part_of
evt_IVSE,TO.15,part_of
evt_UGCADBRC,TO.01,part_of
evt_UGCADBRC,TO.07,part_of
evt_UGCADBRC,TO.08,part_of
evt_UGCADBRC,TO.15,part_of
evt_UGCADBRC,TO.16,part_of
evt_MGVLSPS,TO.01,part_of
evt_MGVLSPS,TO.07,part_of
evt_MGVLSPS,TO.08,part_of
evt_MGVLSPS,TO.15,part_of
evt_FMCNC,TO.03,part_of
evt_FMCNC,TO.07,part_of
evt_FMCNC,TO.08,part_of
evt_AGRMP,TO.01,part_of
evt_AGRMP,TO.02,part_of
evt_AGRMP,TO.08,part_of
evt_AGRMP,TO.15,part_of
evt_CPNPC,TO.01,part_of
evt_CPNPC,TO.07,part_of
evt_CPNPC,TO.08,part_of
evt_CPNPC,TO.15,part_of
evt_CPNPC,TO.16,part_of
evt_GSCSFO,TO.02,part_of
evt_GSCSFO,TO.03,part_of
evt_GSCSFO,TO.16,part_of
evt_NCNPAC,TO.03,part_of
evt_NCNPAC,TO.07,part_of
evt_NCNPAC,TO.08,part_of
evt_NCNPAC,TO.15,part_of
evt_NOMTED,TO.01,part_of
evt_NOMTED,TO.08,part_of
evt_NOMTED,TO.15,part_of
evt_KPS,TO.03,part_of
evt_KPS,TO.07,part_of
evt_KPS,TO.08,part_of
evt_KPS,TO.15,part_of
evt_FANPE,TO.01,part_of
evt_FANPE,TO.07,part_of
evt_FANPE,TO.08,part_of
evt_MFDMC,TO.08,part_of
evt_MFDMC,TO.11,part_of
evt_FAOWSBS,TO.02,part_of
evt_FAOWSBS,TO.03,part_of
evt_FAOWSBS,TO.16,part_of
evt_CONANPE,TO.01,part_of
evt_CONANPE,TO.03,part_of
evt_CONANPE,TO.07,part_of
evt_CONANPE,TO.08,part_of
evt_SFNMU,TO.05,part_of
evt_SFNMU,TO.06,part_of
evt_SEMAZE,TO.07,part_of
evt_SEMAZE,TO.08,part_of
evt_SEMAZE,TO.15,part_of
evt_CISMPSC,TO.02,part_of
evt_CISMPSC,TO.03,part_of
evt_CISMPSC,TO.04,part_of
evt_LCMPMP,TO.01,part_of
evt_LCMPMP,TO.02,part_of
evt_LCMPMP,TO.07,part_of
evt_MSPSS,TO.09,part_of
evt_MSPSS,TO.11,part_of
evt_FAO_ReykDec,TO.07,part_of
evt_FAO_ReykDec,TO.08,part_of
evt_FAO_ReykDec,TO.15,part_of
evt_WSSD_EBFM,TO.02,part_of
evt_WSSD_EBFM,TO.07,part_of
evt_WSSD_EBFM,TO.08,part_of
evt_WSSD_EBFM,TO.15,part_of
evt_NRC_FishEcosysWkshp,TO.02,part_of
evt_NRC_FishEcosysWkshp,TO.03,part_of
evt_NRC_FishEcosysWkshp,TO.16,part_of
evt_CTDMO_EnvSciProg,TO.02,part_of
evt_CTDMO_EnvSciProg,TO.07,part_of
evt_EscNaut_Start,TO.07,part_of
evt_EscNaut_Start,TO.08,part_of
evt_AlCosta_Formed,TO.03,part_of
evt_AlCosta_Formed,TO.13,part_of
evt_AlCosta_Formed,TO.14,part_of
evt_SEMARNAT_OasisProg,TO.02,part_of
evt_SEMARNAT_OasisProg,TO.07,part_of
evt_SEMARNAT_OasisProg,TO.16,part_of
evt_INAPESCA_WWF_Suripera,TO.01,part_of
evt_INAPESCA_WWF_Suripera,TO.02,part_of
evt_INAPESCA_WWF_Suripera,TO.03,part_of
evt_INAPESCA_WWF_Suripera,TO.09,part_of
evt_GoC_UNESCO,TO.01,part_of
evt_GoC_UNESCO,TO.07,part_of
evt_GoC_UNESCO,TO.08,part_of
evt_GoC_UNESCO,TO.15,part_of
evt_EscNaut_FundImpl,TO.05,part_of
evt_EscNaut_FundImpl,TO.07,part_of
evt_MexConst_SNIEG,TO.07,part_of
evt_MexConst_SNIEG,TO.08,part_of
evt_GoC_MEZP_DecreedImpl,TO.07,part_of
evt_GoC_MEZP_DecreedImpl,TO.08,part_of
evt_GoC_MEZP_DecreedImpl,TO.15,part_of
evt_BCS_WaterExtractRed,TO.08,part_of
evt_BCS_WaterExtractRed,TO.15,part_of
evt_RIDISOS_Formed,TO.02,part_of
evt_RIDISOS_Formed,TO.03,part_of
evt_PROFEPA_RHPTM,TO.03,part_of
evt_PROFEPA_RHPTM,TO.07,part_of
evt_PROFEPA_RHPTM,TO.08,part_of
evt_CIMARES_Created,TO.07,part_of
evt_CIMARES_Created,TO.08,part_of
evt_CPNP_ParkAuth,TO.01,part_of
evt_CPNP_ParkAuth,TO.07,part_of
evt_CPNP_ParkAuth,TO.08,part_of
evt_EscNaut_Disappear,TO.10,part_of
evt_EscNaut_Disappear,TO.11,part_of
evt_EscNaut_Disappear,TO.12,part_of
evt_WWF_FCS_Alliance,TO.03,part_of
evt_COBI_SensorNet,TO.02,part_of
evt_COBI_SensorNet,TO.03,part_of
evt_COBI_SensorNet,TO.16,part_of
evt_WWF_FCS_Pronatura_Vaquita,TO.01,part_of
evt_WWF_FCS_Pronatura_Vaquita,TO.03,part_of
evt_WWF_FCS_Pronatura_Vaquita,TO.05,part_of
evt_OECD_BLI,TO.07,part_of
evt_OECD_BLI,TO.08,part_of
evt_VMS_IndustrialFish,TO.07,part_of
evt_VMS_IndustrialFish,TO.08,part_of
evt_VMS_IndustrialFish,TO.15,part_of
evt_EDF_ShrimpExit,TO.09,part_of
evt_EDF_ShrimpExit,TO.10,part_of
evt_WFF_SustSeafood,TO.01,part_of
evt_WFF_SustSeafood,TO.05,part_of
evt_WFF_Smartfish_Model,TO.01,part_of
evt_WFF_Smartfish_Model,TO.05,part_of
evt_WFF_Smartfish_Model,TO.06,part_of
evt_WFF_FishCommCapBuild,TO.02,part_of
evt_WFF_FishCommCapBuild,TO.16,part_of
evt_GTS,TO.02,part_of
evt_GTS,TO.07,part_of
evt_GTS,TO.08,part_of
evt_GTS,TO.15,part_of
evt_TTNS,TO.08,part_of
evt_TTNS,TO.12,part_of
evt_UMVC,TO.01,part_of
evt_UMVC,TO.02,part_of
evt_UMVC,TO.03,part_of
evt_GNRP,TO.01,part_of
evt_GNRP,TO.03,part_of
evt_GNRP,TO.05,part_of
evt_GNRP,TO.06,part_of
evt_GNRP,TO.07,part_of
evt_GNRP,TO.08,part_of
evt_GNRP,TO.15,part_of
evt_GNRP,TO.16,part_of
evt_TTM,TO.02,part_of
evt_TTM,TO.03,part_of
evt_TTM,TO.04,part_of
evt_TTM,TO.07,part_of
evt_TTM,TO.08,part_of
evt_GCAUDL,TO.11,part_of
evt_GCAUDL,TO.12,part_of
evt_GCAUDL,TO.14,part_of
evt_IFCNT,TO.11,part_of
evt_IFCNT,TO.13,part_of
evt_IFCNT,TO.14,part_of
evt_IFCNT,TO.16,part_of
evt_YTLD,TO.14,part_of
evt_YTLD,TO.15,part_of
evt_YTLD,TO.16,part_of
evt_EGCFS,TO.02,part_of
evt_EGCFS,TO.15,part_of
evt_STIBMA,TO.01,part_of
evt_STIBMA,TO.02,part_of
evt_STIBMA,TO.07,part_of
evt_STIBMA,TO.08,part_of
evt_STIBMA,TO.15,part_of
evt_UNOSDP,TO.02,part_of
evt_UNOSDP,TO.03,part_of
evt_UNOSDP,TO.04,part_of
evt_UNOSDP,TO.07,part_of
evt_UNOSDP,TO.08,part_of
evt_UNOSDP,TO.16,part_of
evt_HLPOE,TO.03,part_of
evt_HLPOE,TO.07,part_of
evt_HLPOE,TO.08,part_of
evt_PPL,TO.01,part_of
evt_PPL,TO.03,part_of
evt_PPL,TO.05,part_of
evt_PPL,TO.06,part_of
evt_PPL,TO.07,part_of
evt_PPL,TO.08,part_of
evt_PPL,TO.16,part_of
evt_COIL,TO.01,part_of
evt_COIL,TO.03,part_of
evt_COIL,TO.05,part_of
evt_COIL,TO.06,part_of
evt_COIL,TO.07,part_of
evt_COIL,TO.08,part_of
evt_COIL,TO.15,part_of
evt_COIL,TO.16,part_of
evt_HOBCS,TO.14,part_of
evt_HOBCS,TO.16,part_of
evt_ASABCD,TO.03,part_of
evt_ASABCD,TO.08,part_of
evt_CMWBC,TO.13,part_of
evt_CMWBC,TO.14,part_of
evt_CMWBC,TO.16,part_of
evt_MRSFC,TO.13,part_of
evt_MRSFC,TO.14,part_of
evt_MRSFC,TO.16,part_of
evt_WACBC,TO.14,part_of
evt_WACBC,TO.15,part_of
evt_WACBC,TO.16,part_of
evt_EDFBIFD,TO.02,part_of
evt_EDFBIFD,TO.03,part_of
evt_EDFBIFD,TO.07,part_of
evt_EDFBIFD,TO.08,part_of
evt_ICPC,TO.03,part_of
evt_ICPC,TO.07,part_of
evt_ICPC,TO.08,part_of
evt_OCTFP,TO.11,part_of
evt_OCTFP,TO.12,part_of
evt_OCTFP,TO.13,part_of
evt_OCTFP,TO.14,part_of
evt_MGDCS,TO.09,part_of
evt_MGDCS,TO.11,part_of
evt_MGDCS,TO.14,part_of
evt_C19MSF,TO.13,part_of
evt_C19MSF,TO.14,part_of
evt_C19MSF,TO.16,part_of
evt_SGCF,TO.01,part_of
evt_SGCF,TO.02,part_of
evt_SGCF,TO.07,part_of
evt_SGCF,TO.08,part_of
evt_SGCF,TO.15,part_of
evt_PLMSC,TO.01,part_of
evt_PLMSC,TO.02,part_of
evt_PLMSC,TO.05,part_of
evt_PLMSC,TO.06,part_of
evt_PLMSC,TO.07,part_of
evt_PLMSC,TO.08,part_of
evt_PLMSC,TO.15,part_of
evt_SICLL,TO.07,part_of
evt_SICLL,TO.08,part_of
evt_SICLL,TO.15,part_of
evt_PAMC,TO.11,part_of
evt_PAMC,TO.12,part_of
evt_PAMC,TO.13,part_of
evt_PAMC,TO.14,part_of
evt_CNMANPE,TO.02,part_of
evt_CNMANPE,TO.07,part_of
evt_CNMANPE,TO.08,part_of
evt_GCBAP,TO.01,part_of
evt_GCBAP,TO.03,part_of
evt_GCBAP,TO.07,part_of
evt_GCBAP,TO.08,part_of
evt_GCBAP,TO.15,part_of
evt_GCBAP,TO.16,part_of
evt_PPNGOC,TO.01,part_of
evt_PPNGOC,TO.02,part_of
evt_PPNGOC,TO.03,part_of
evt_PPNGOC,TO.05,part_of
evt_PPNGOC,TO.06,part_of
evt_PPNGOC,TO.07,part_of
evt_PPNGOC,TO.08,part_of
evt_PPNGOC,TO.16,part_of
evt_AAO,TO.03,part_of
evt_AAO,TO.07,part_of
evt_AAO,TO.08,part_of
evt_CSS,TO.02,part_of
evt_CSS,TO.03,part_of
evt_CSS,TO.04,part_of
evt_CSS,TO.07,part_of
evt_CSS,TO.08,part_of
evt_BPO,TO.07,part_of
evt_BPO,TO.08,part_of
evt_PPO,TO.07,part_of
evt_PPO,TO.08,part_of
evt_GTEPP,TO.07,part_of
evt_GTEPP,TO.08,part_of
evt_GTEPP,TO.13,part_of
evt_GTEPP,TO.16,part_of
evt_TSRSC,TO.11,part_of
evt_TSRSC,TO.12,part_of
evt_TSRSC,TO.13,part_of
evt_TSRSC,TO.15,part_of
evt_TSPLED,TO.11,part_of
evt_TSPLED,TO.12,part_of
evt_TSPLED,TO.13,part_of
evt_TSPLED,TO.15,part_of
evt_GTCBSC,TO.02,part_of
evt_GTCBSC,TO.09,part_of
evt_GTCBSC,TO.11,part_of
evt_GTCBSC,TO.12,part_of
evt_GTCBSC,TO.15,part_of
evt_GTCBSC,TO.16,part_of
evt_APS,TO.01,part_of
evt_APS,TO.02,part_of
evt_APS,TO.03,part_of
evt_APS,TO.05,part_of
evt_HOVR,TO.02,part_of
evt_HOVR,TO.09,part_of
evt_HOVR,TO.14,part_of
evt_HOVR,TO.16,part_of
evt_CRDR,niche_MPAFCI,related_to
evt_CRDR,niche_BCGA,related_to
evt_GTFP,niche_SBSFMRA,related_to
evt_GTFP,niche_EBFMA,related_to
evt_GTFP,niche_SPA,related_to
evt_GTFP,niche_NSSFI,related_to
evt_IUCNS,niche_BCGA,related_to
evt_GCDRF,niche_CLEMW_S,related_to
evt_GCDRF,niche_ERC,related_to
evt_TSFIE,niche_SBSFMRA,related_to
evt_TSFIE,niche_EBFMA,related_to
evt_TSFIE,niche_SLITT,related_to
evt_TSFIE,niche_FTPSF,related_to
evt_GCIP,niche_MPAFCI,related_to
evt_GCIP,niche_BCGA,related_to
evt_SFBTF,niche_FPIIK,related_to
evt_SFBTF,niche_CBFM_NFZ,related_to
evt_SFBTF,niche_SBSFMRA,related_to
evt_FGBIC,niche_FPIIK,related_to
evt_FGBIC,niche_SBSFMRA,related_to
evt_CTEVPA,niche_MPAFCI,related_to
evt_CTEVPA,niche_BCGA,related_to
evt_RRTCBA,niche_SBSFMRA,related_to
evt_RRTCBA,niche_BCGA,related_to
evt_IUCNVaquitaVuln,niche_BCGA,related_to
evt_IHHNVMexicoIntro,niche_SBSFMRA,related_to
evt_IHHNVMexicoIntro,niche_EBFMA,related_to
evt_ColoradoRiverFlowRestr,niche_CLEMW_S,related_to
evt_ColoradoRiverFlowRestr,niche_ERC,related_to
evt_SonoraShrimpIHHNVLowCatch,niche_SBSFMRA,related_to
evt_SonoraShrimpIHHNVLowCatch,niche_EBFMA,related_to
evt_SonoraShrimpIHHNVLowCatch,niche_FTPSF,related_to
evt_SonoraShrimpIHHNVLowCatch,niche_BUFS,related_to
evt_SianKaanWHS,niche_MPAFCI,related_to
evt_SianKaanWHS,niche_BCGA,related_to
evt_BCSWellsOverexploitedSal,niche_CLEMW_S,related_to
evt_BCSWellsOverexploitedSal,niche_RAAP,related_to
evt_BCSWellsOverexploitedSal,niche_HOISR_P,related_to
evt_CaboPulmoCPNP,niche_MPAFCI,related_to
evt_CaboPulmoCPNP,niche_CBFM_NFZ,related_to
evt_CaboPulmoCPNP,niche_BCGA,related_to
evt_CaboPulmoCPNP,niche_ERC,related_to
evt_FederalMinistryRestruct,niche_SBSFMRA,related_to
evt_FederalMinistryRestruct,niche_SOE,related_to
evt_FederalMinistryRestruct,niche_DDJFJI,related_to
evt_MarineTurtleBan,niche_BCGA,related_to
evt_MarineTurtleBan,niche_SBSFMRA,related_to
evt_FishingCoopInfra,niche_ACLFC,related_to
evt_FishingCoopInfra,niche_SOE,related_to
evt_FishingCoopInfra,niche_CBFM_NFZ,related_to
evt_FishingCoopInfra,niche_SFVRM,related_to
evt_FirstFundersMarineConserv,niche_PF,related_to
evt_FirstFundersMarineConserv,niche_EINGO,related_to
evt_FirstFundersMarineConserv,niche_BCGA,related_to
evt_GTPFA,niche_SBSFMRA,related_to
evt_GTPFA,niche_EBFMA,related_to
evt_GTPFA,niche_SPA,related_to
evt_GTPFA,niche_NSSFI,related_to
evt_UNCED,niche_MESPGOC,related_to
evt_UNCED,niche_COMEMGC,related_to
evt_UNCED,niche_SOE,related_to
evt_UNCED,niche_EBFMA,related_to
evt_IVSE,niche_BCGA,related_to
evt_UGCADBRC,niche_MPAFCI,related_to
evt_UGCADBRC,niche_BCGA,related_to
evt_MGVLSPS,niche_BCGA,related_to
evt_MGVLSPS,niche_SBSFMRA,related_to
evt_FMCNC,niche_PF,related_to
evt_FMCNC,niche_BF,related_to
evt_FMCNC,niche_BCGA,related_to
evt_AGRMP,niche_MPAFCI,related_to
evt_AGRMP,niche_BCGA,related_to
evt_AGRMP,niche_SBSFMRA,related_to
evt_CPNPC,niche_MPAFCI,related_to
evt_CPNPC,niche_BCGA,related_to
evt_GSCSFO,niche_SBSFMRA,related_to
evt_GSCSFO,niche_PFP,related_to
evt_GSCSFO,niche_EL,related_to
evt_NCNPAC,niche_BCGA,related_to
evt_NOMTED,niche_SLITT,related_to
evt_FANPE,niche_BF,related_to
evt_FAOWSBS,niche_SLITT,related_to
evt_FAOWSBS,niche_CBTS_SSF,related_to
evt_CONANPE,niche_BCGA,related_to
evt_CONANPE,niche_MPAFCI,related_to
evt_SFNMU,niche_SPA,related_to
evt_VPDESG,niche_SPA,related_to
evt_VPDESG,niche_BCGA,related_to
evt_VPDESG,niche_CNGOMRDD,related_to
evt_SEMAZE,niche_MESPGOC,related_to
evt_SEMAZE,niche_BCGA,related_to
evt_CISMPSC,niche_STS,related_to
evt_CISMPSC,niche_MPAFCI,related_to
evt_CISMPSC,niche_BCGA,related_to
evt_LCMPMP,niche_BCGA,related_to
evt_LCMPMP,niche_SBSFMRA,related_to
evt_DBBCLP,niche_SOE,related_to
evt_DBBCLP,niche_REA,related_to
evt_DBBCLP,niche_CNGOMRDD,related_to
evt_BCTP,niche_CNGOMRDD,related_to
evt_FAO_ReykDec,niche_EBFMA,related_to
evt_FAO_ReykDec,niche_SBSFMRA,related_to
evt_BCS_OasesUrb,niche_HOISR_P,related_to
evt_BCS_OasesUrb,niche_RAAP,related_to
evt_BCS_OasesUrb,niche_REA,related_to
evt_BCS_SmallOasesDisap,niche_HOISR_P,related_to
evt_BCS_SmallOasesDisap,niche_CLEMW_S,related_to
evt_BCS_SmallOasesDisap,niche_ERC,related_to
evt_BCS_SmallOasesDisap,niche_BCGA,related_to
evt_WSSD_EBFM,niche_EBFMA,related_to
evt_NRC_FishEcosysWkshp,niche_EBFMA,related_to
evt_NRC_FishEcosysWkshp,niche_SBSFMRA,related_to
evt_CTDMO_EnvSciProg,niche_GEAM,related_to
evt_EscNaut_Start,niche_SOE,related_to
evt_EscNaut_Start,niche_REA,related_to
evt_EscNaut_Start,niche_CNGOMRDD,related_to
evt_AlCosta_Formed,niche_AA,related_to
evt_AlCosta_Formed,niche_RLNGO,related_to
evt_AlCosta_Formed,niche_CNGOMRDD,related_to
evt_AlCosta_Formed,niche_NFC_CSO,related_to
evt_SEMARNAT_OasisProg,niche_HOISR_P,related_to
evt_SEMARNAT_OasisProg,niche_STS,related_to
evt_SEMARNAT_OasisProg,niche_BCGA,related_to
evt_INAPESCA_WWF_Suripera,niche_SPA,related_to
evt_INAPESCA_WWF_Suripera,niche_NSSFI,related_to
evt_GoC_UNESCO,niche_BCGA,related_to
evt_GoC_UNESCO,niche_MPAFCI,related_to
evt_GoC_UNESCO,niche_MESPGOC,related_to
evt_EscNaut_FundImpl,niche_SOE,related_to
evt_EscNaut_FundImpl,niche_REA,related_to
evt_EscNaut_FundImpl,niche_CNGOMRDD,related_to
evt_WattonFam_GoC,niche_PF,related_to
evt_WattonFam_GoC,niche_BCGA,related_to
evt_WattonFam_GoC,niche_EINGO,related_to
evt_EGoC_MaxSardineCatch,niche_SBSFMRA,related_to
evt_EGoC_MaxSardineCatch,niche_EBFMA,related_to
evt_EGoC_MaxSardineCatch,niche_NSSFI,related_to
evt_EGoC_MaxSardineCatch,niche_SFC,related_to
evt_GoC_MEZP_DecreedImpl,niche_MESPGOC,related_to
evt_GoC_MEZP_DecreedImpl,niche_COMEMGC,related_to
evt_GoC_MEZP_DecreedImpl,niche_CII_CP_GoC,related_to
evt_GoC_MEZP_DecreedImpl,niche_MPAFCI,related_to
evt_BCS_WaterExtractRed,niche_CLEMW_S,related_to
evt_BCS_WaterExtractRed,niche_ACFRP,related_to
evt_BCS_WaterExtractRed,niche_HOISR_P,related_to
evt_SDV_LowIrrigAdopt,niche_RAAP,related_to
evt_SDV_LowIrrigAdopt,niche_AATP,related_to
evt_SDV_LowIrrigAdopt,niche_HOISR_P,related_to
evt_RIDISOS_Formed,niche_HOISR_P,related_to
evt_RIDISOS_Formed,niche_IdTA,related_to
evt_EscNaut_Emerges,niche_CNGOMRDD,related_to
evt_EscNaut_Emerges,niche_SOE,related_to
evt_PROFEPA_RHPTM,niche_GEAM,related_to
evt_PROFEPA_RHPTM,niche_NSSFI,related_to
evt_PROFEPA_RHPTM,niche_CBFM_NFZ,related_to
evt_WattonFF_GoCWork,niche_PF,related_to
evt_WattonFF_GoCWork,niche_CII_CP_GoC,related_to
evt_WattonFF_GoCWork,niche_GCP,related_to
evt_WattonFF_GoCWork,niche_EINGO,related_to
evt_GlobalEconCrisis,niche_SOE,related_to
evt_GlobalEconCrisis,niche_RITA,related_to
evt_GlobalEconCrisis,niche_DDJFJI,related_to
evt_GlobalEconCrisis,niche_IMELS,related_to
evt_GlobalEconCrisis,niche_IIFBEBH,related_to
evt_CIMARES_Created,niche_SOE,related_to
evt_CIMARES_Created,niche_BCGA,related_to
evt_CIMARES_Created,niche_EBFMA,related_to
evt_CIMARES_Created,niche_SBSFMRA,related_to
evt_CPNP_ParkAuth,niche_MPAFCI,related_to
evt_CPNP_ParkAuth,niche_BCGA,related_to
evt_EscNaut_Disappear,niche_SOE,related_to
